COM,REG,DEP,TNCC,NCC,NCCENR
62473,32,62,1,ISBERGUES,Isbergues
62474,32,62,1,ISQUES,Isques
62475,32,62,1,IVERGNY,Ivergny
62476,32,62,1,IZEL LES EQUERCHIN,Izel-lès-Équerchin
62477,32,62,1,IZEL LES HAMEAU,Izel-lès-Hameau
62478,32,62,0,JOURNY,Journy
62479,32,62,0,LABEUVRIERE,Labeuvrière
62480,32,62,0,LABOURSE,Labourse
62481,32,62,0,LABROYE,Labroye
62483,32,62,0,LACRES,Lacres
62484,32,62,0,LAGNICOURT MARCEL,Lagnicourt-Marcel
62485,32,62,0,LAIRES,Laires
62486,32,62,0,LAMBRES,Lambres
62487,32,62,0,LANDRETHUN LE NORD,Landrethun-le-Nord
62488,32,62,0,LANDRETHUN LES ARDRES,Landrethun-lès-Ardres
62489,32,62,0,LAPUGNOY,Lapugnoy
62490,32,62,0,LATTRE SAINT QUENTIN,Lattre-Saint-Quentin
62491,32,62,0,LAVENTIE,Laventie
62492,32,62,0,LEBIEZ,Lebiez
62493,32,62,0,LEBUCQUIERE,Lebucquière
62494,32,62,0,LECHELLE,Léchelle
62495,32,62,0,LEDINGHEM,Ledinghem
62496,32,62,0,LEFAUX,Lefaux
62497,32,62,0,LEFOREST,Leforest
62498,32,62,0,LENS,Lens
62499,32,62,0,LEPINE,Lépine
62500,32,62,0,LESPESSES,Lespesses
62501,32,62,0,LESPINOY,Lespinoy
62502,32,62,0,LESTREM,Lestrem
62503,32,62,0,LEUBRINGHEN,Leubringhen
62504,32,62,0,LEULINGHEM,Leulinghem
62505,32,62,0,LEULINGHEN BERNES,Leulinghen-Bernes
62506,32,62,0,LICQUES,Licques
62507,32,62,0,LIENCOURT,Liencourt
62508,32,62,0,LIERES,Lières
62509,32,62,0,LIETTRES,Liettres
62510,32,62,0,LIEVIN,Liévin
62511,32,62,0,LIGNEREUIL,Lignereuil
62512,32,62,0,LIGNY LES AIRE,Ligny-lès-Aire
62513,32,62,0,LIGNY SUR CANCHE,Ligny-sur-Canche
62514,32,62,0,LIGNY SAINT FLOCHEL,Ligny-Saint-Flochel
62515,32,62,0,LIGNY THILLOY,Ligny-Thilloy
62516,32,62,0,LILLERS,Lillers
62517,32,62,0,LINGHEM,Linghem
62518,32,62,0,LINZEUX,Linzeux
62519,32,62,0,LISBOURG,Lisbourg
62520,32,62,0,LOCON,Locon
62521,32,62,3,LOGE,Loge
62522,32,62,0,LOISON SUR CREQUOISE,Loison-sur-Créquoise
62523,32,62,0,LOISON SOUS LENS,Loison-sous-Lens
62524,32,62,0,LONGFOSSE,Longfossé
62525,32,62,0,LONGUENESSE,Longuenesse
62526,32,62,0,LONGUEVILLE,Longueville
62527,32,62,0,LONGVILLIERS,Longvilliers
62528,32,62,0,LOOS EN GOHELLE,Loos-en-Gohelle
62529,32,62,0,LORGIES,Lorgies
62530,32,62,0,LOTTINGHEN,Lottinghen
62531,32,62,0,LOUCHES,Louches
62532,32,62,0,LOZINGHEM,Lozinghem
62533,32,62,0,LUGY,Lugy
62534,32,62,0,LUMBRES,Lumbres
62535,32,62,3,MADELAINE SOUS MONTREUIL,Madelaine-sous-Montreuil
62536,32,62,0,MAGNICOURT EN COMTE,Magnicourt-en-Comte
62537,32,62,0,MAGNICOURT SUR CANCHE,Magnicourt-sur-Canche
62538,32,62,0,MAINTENAY,Maintenay
62539,32,62,0,MAISNIL,Maisnil
62540,32,62,0,MAISNIL LES RUITZ,Maisnil-lès-Ruitz
62541,32,62,0,MAISONCELLE,Maisoncelle
62542,32,62,0,MAIZIERES,Maizières
62543,32,62,0,MAMETZ,Mametz
62544,32,62,0,MANIN,Manin
62545,32,62,0,MANINGHEM,Maninghem
62546,32,62,0,MANINGHEN HENNE,Maninghen-Henne
62547,32,62,0,MARANT,Marant
62548,32,62,0,MARCK,Marck
62549,32,62,0,MARCONNE,Marconne
62550,32,62,0,MARCONNELLE,Marconnelle
62551,32,62,0,MARENLA,Marenla
62552,32,62,0,MARESQUEL ECQUEMICOURT,Maresquel-Ecquemicourt
62553,32,62,0,MAREST,Marest
62554,32,62,0,MARESVILLE,Maresville
62555,32,62,0,MARLES LES MINES,Marles-les-Mines
62556,32,62,0,MARLES SUR CANCHE,Marles-sur-Canche
62557,32,62,0,MAROEUIL,Marœuil
62558,32,62,0,MARQUAY,Marquay
62559,32,62,0,MARQUION,Marquion
62560,32,62,0,MARQUISE,Marquise
62561,32,62,0,MARTINPUICH,Martinpuich
62562,32,62,0,MATRINGHEM,Matringhem
62563,32,62,0,MAZINGARBE,Mazingarbe
62564,32,62,0,MAZINGHEM,Mazinghem
62565,32,62,0,MENCAS,Mencas
62566,32,62,0,MENNEVILLE,Menneville
62567,32,62,0,MENTQUE NORTBECOURT,Mentque-Nortbécourt
62568,32,62,0,MERCATEL,Mercatel
62569,32,62,0,MERCK SAINT LIEVIN,Merck-Saint-Liévin
62570,32,62,0,MERICOURT,Méricourt
62571,32,62,0,MERLIMONT,Merlimont
62572,32,62,0,METZ EN COUTURE,Metz-en-Couture
62573,32,62,0,MEURCHIN,Meurchin
62574,32,62,0,MINGOVAL,Mingoval
62576,32,62,0,MONCHEAUX LES FREVENT,Moncheaux-lès-Frévent
62577,32,62,0,MONCHEL SUR CANCHE,Monchel-sur-Canche
62578,32,62,0,MONCHIET,Monchiet
62579,32,62,0,MONCHY AU BOIS,Monchy-au-Bois
62580,32,62,0,MONCHY BRETON,Monchy-Breton
62581,32,62,0,MONCHY CAYEUX,Monchy-Cayeux
62582,32,62,0,MONCHY LE PREUX,Monchy-le-Preux
62583,32,62,0,MONDICOURT,Mondicourt
62584,32,62,0,MONT BERNANCHON,Mont-Bernanchon
62585,32,62,0,MONTCAVREL,Montcavrel
62586,32,62,0,MONTENESCOURT,Montenescourt
62587,32,62,0,MONTIGNY EN GOHELLE,Montigny-en-Gohelle
62588,32,62,0,MONTREUIL SUR MER,Montreuil-sur-Mer
62589,32,62,0,MONT SAINT ELOI,Mont-Saint-Éloi
62590,32,62,0,MONTS EN TERNOIS,Monts-en-Ternois
62591,32,62,0,MORCHIES,Morchies
62592,32,62,0,MORINGHEM,Moringhem
62593,32,62,0,MORVAL,Morval
62594,32,62,0,MORY,Mory
62595,32,62,0,MOULLE,Moulle
62596,32,62,0,MOURIEZ,Mouriez
62597,32,62,0,MOYENNEVILLE,Moyenneville
62598,32,62,0,MUNCQ NIEURLET,Muncq-Nieurlet
62599,32,62,0,NABRINGHEN,Nabringhen
62600,32,62,0,NEDON,Nédon
62601,32,62,0,NEDONCHEL,Nédonchel
62602,32,62,0,NEMPONT SAINT FIRMIN,Nempont-Saint-Firmin
62603,32,62,0,NESLES,Nesles
62604,32,62,0,NEUFCHATEL HARDELOT,Neufchâtel-Hardelot
62605,32,62,0,NEULETTE,Neulette
62606,32,62,0,NEUVE CHAPELLE,Neuve-Chapelle
62607,32,62,0,NEUVILLE AU CORNET,Neuville-au-Cornet
62608,32,62,0,NEUVILLE BOURJONVAL,Neuville-Bourjonval
62609,32,62,0,NEUVILLE SAINT VAAST,Neuville-Saint-Vaast
62610,32,62,0,NEUVILLE SOUS MONTREUIL,Neuville-sous-Montreuil
62611,32,62,0,NEUVILLE VITASSE,Neuville-Vitasse
62612,32,62,0,NEUVIREUIL,Neuvireuil
62613,32,62,0,NIELLES LES BLEQUIN,Nielles-lès-Bléquin
62614,32,62,0,NIELLES LES ARDRES,Nielles-lès-Ardres
62615,32,62,0,NIELLES LES CALAIS,Nielles-lès-Calais
62616,32,62,0,NOEUX LES AUXI,Nœux-lès-Auxi
62617,32,62,0,NOEUX LES MINES,Nœux-les-Mines
62618,32,62,0,NORDAUSQUES,Nordausques
62619,32,62,0,NOREUIL,Noreuil
62620,32,62,0,NORRENT FONTES,Norrent-Fontes
62621,32,62,0,NORTKERQUE,Nortkerque
62622,32,62,0,NORT LEULINGHEM,Nort-Leulinghem
62623,32,62,0,NOUVELLE EGLISE,Nouvelle-Église
62624,32,62,0,NOYELLES GODAULT,Noyelles-Godault
62625,32,62,0,NOYELLES LES HUMIERES,Noyelles-lès-Humières
62626,32,62,0,NOYELLES LES VERMELLES,Noyelles-lès-Vermelles
62627,32,62,0,NOYELLES SOUS BELLONNE,Noyelles-sous-Bellonne
62628,32,62,0,NOYELLES SOUS LENS,Noyelles-sous-Lens
62629,32,62,0,NOYELLETTE,Noyellette
62630,32,62,0,NOYELLE VION,Noyelle-Vion
62631,32,62,0,NUNCQ HAUTECOTE,Nuncq-Hautecôte
62632,32,62,1,OBLINGHEM,Oblinghem
62633,32,62,1,OEUF EN TERNOIS,Œuf-en-Ternois
62634,32,62,1,OFFEKERQUE,Offekerque
62635,32,62,1,OFFIN,Offin
62636,32,62,1,OFFRETHUN,Offrethun
62637,32,62,1,OIGNIES,Oignies
62638,32,62,1,OISY LE VERGER,Oisy-le-Verger
62639,32,62,1,OPPY,Oppy
62640,32,62,1,ORVILLE,Orville
62641,32,62,1,OSTREVILLE,Ostreville
62642,32,62,1,OURTON,Ourton
62643,32,62,1,OUTREAU,Outreau
62644,32,62,1,OUVE WIRQUIN,Ouve-Wirquin
62645,32,62,1,OYE PLAGE,Oye-Plage
62646,32,62,0,PALLUEL,Palluel
62647,32,62,2,PARCQ,Parcq
62648,32,62,0,PARENTY,Parenty
62649,32,62,0,PAS EN ARTOIS,Pas-en-Artois
62650,32,62,0,PELVES,Pelves
62651,32,62,0,PENIN,Penin
62652,32,62,0,PERNES,Pernes
62653,32,62,0,PERNES LES BOULOGNE,Pernes-lès-Boulogne
62654,32,62,0,PEUPLINGUES,Peuplingues
62655,32,62,0,PIERREMONT,Pierremont
62656,32,62,0,PIHEM,Pihem
62657,32,62,0,PIHEN LES GUINES,Pihen-lès-Guînes
62658,32,62,0,PITTEFAUX,Pittefaux
62659,32,62,0,PLANQUES,Planques
62660,32,62,0,PLOUVAIN,Plouvain
62661,32,62,0,BOUIN PLUMOISON,Bouin-Plumoison
62662,32,62,0,POLINCOVE,Polincove
62663,32,62,0,POMMERA,Pommera
62664,32,62,0,POMMIER,Pommier
62665,32,62,2,PONCHEL,Ponchel
62666,32,62,0,PONT A VENDIN,Pont-à-Vendin
62667,32,62,2,PORTEL,Portel
62668,32,62,0,PREDEFIN,Prédefin
62669,32,62,0,PRESSY,Pressy
62670,32,62,0,PREURES,Preures
62671,32,62,0,PRONVILLE EN ARTOIS,Pronville-en-Artois
62672,32,62,0,PUISIEUX,Puisieux
62673,32,62,0,QUEANT,Quéant
62674,32,62,0,QUELMES,Quelmes
62675,32,62,0,QUERCAMPS,Quercamps
62676,32,62,0,QUERNES,Quernes
62677,32,62,2,QUESNOY EN ARTOIS,Quesnoy-en-Artois
62678,32,62,0,QUESQUES,Quesques
62679,32,62,0,QUESTRECQUES,Questrecques
62680,32,62,0,QUIERY LA MOTTE,Quiéry-la-Motte
62681,32,62,0,QUIESTEDE,Quiestède
62682,32,62,0,QUILEN,Quilen
62683,32,62,0,QUOEUX HAUT MAINIL,Quœux-Haut-Maînil
62684,32,62,0,RACQUINGHEM,Racquinghem
62685,32,62,0,RADINGHEM,Radinghem
62686,32,62,0,RAMECOURT,Ramecourt
62688,32,62,0,RANG DU FLIERS,Rang-du-Fliers
62689,32,62,0,RANSART,Ransart
62690,32,62,0,RAYE SUR AUTHIE,Raye-sur-Authie
62691,32,62,0,SAINT AUGUSTIN,Saint-Augustin
62692,32,62,0,REBERGUES,Rebergues
62693,32,62,0,REBREUVE RANCHICOURT,Rebreuve-Ranchicourt
62694,32,62,0,REBREUVE SUR CANCHE,Rebreuve-sur-Canche
62695,32,62,0,REBREUVIETTE,Rebreuviette
62696,32,62,0,RECLINGHEM,Reclinghem
62697,32,62,0,RECOURT,Récourt
62698,32,62,0,RECQUES SUR COURSE,Recques-sur-Course
62699,32,62,0,RECQUES SUR HEM,Recques-sur-Hem
62700,32,62,0,REGNAUVILLE,Regnauville
62701,32,62,0,RELY,Rely
62702,32,62,0,REMILLY WIRQUIN,Remilly-Wirquin
62703,32,62,0,REMY,Rémy
62704,32,62,0,RENTY,Renty
62705,32,62,0,RETY,Rety
62706,32,62,0,RICHEBOURG,Richebourg
62708,32,62,0,RIENCOURT LES BAPAUME,Riencourt-lès-Bapaume
62709,32,62,0,RIENCOURT LES CAGNICOURT,Riencourt-lès-Cagnicourt
62710,32,62,0,RIMBOVAL,Rimboval
62711,32,62,0,RINXENT,Rinxent
62712,32,62,0,RIVIERE,Rivière
62713,32,62,0,ROBECQ,Robecq
62714,32,62,0,ROCLINCOURT,Roclincourt
62715,32,62,0,ROCQUIGNY,Rocquigny
62716,32,62,0,RODELINGHEM,Rodelinghem
62717,32,62,0,ROELLECOURT,Roëllecourt
62718,32,62,0,ROEUX,Rœux
62719,32,62,0,ROLLANCOURT,Rollancourt
62720,32,62,0,ROMBLY,Rombly
62721,32,62,0,ROQUETOIRE,Roquetoire
62722,32,62,0,ROUGEFAY,Rougefay
62723,32,62,0,ROUSSENT,Roussent
62724,32,62,0,ROUVROY,Rouvroy
62725,32,62,0,ROYON,Royon
62726,32,62,0,RUISSEAUVILLE,Ruisseauville
62727,32,62,0,RUITZ,Ruitz
62728,32,62,0,RUMAUCOURT,Rumaucourt
62729,32,62,0,RUMILLY,Rumilly
62730,32,62,0,RUMINGHEM,Ruminghem
62731,32,62,0,RUYAULCOURT,Ruyaulcourt
62732,32,62,0,SACHIN,Sachin
62733,32,62,0,SAILLY AU BOIS,Sailly-au-Bois
62734,32,62,0,SAILLY EN OSTREVENT,Sailly-en-Ostrevent
62735,32,62,0,SAILLY LABOURSE,Sailly-Labourse
62736,32,62,0,SAILLY SUR LA LYS,Sailly-sur-la-Lys
62737,32,62,0,SAINS EN GOHELLE,Sains-en-Gohelle
62738,32,62,0,SAINS LES FRESSIN,Sains-lès-Fressin
62739,32,62,0,SAINS LES MARQUION,Sains-lès-Marquion
62740,32,62,0,SAINS LES PERNES,Sains-lès-Pernes
62741,32,62,0,SAINT AMAND,Saint-Amand
62742,32,62,0,SAINT AUBIN,Saint-Aubin
62743,32,62,0,SAINTE AUSTREBERTHE,Sainte-Austreberthe
62744,32,62,0,SAINTE CATHERINE,Sainte-Catherine
62745,32,62,0,SAINT DENOEUX,Saint-Denœux
62746,32,62,0,SAINT ETIENNE AU MONT,Saint-Étienne-au-Mont
62747,32,62,0,SAINT FLORIS,Saint-Floris
62748,32,62,0,SAINT FOLQUIN,Saint-Folquin
62749,32,62,0,SAINT GEORGES,Saint-Georges
62750,32,62,0,SAINT HILAIRE COTTES,Saint-Hilaire-Cottes
62751,32,62,0,SAINT INGLEVERT,Saint-Inglevert
62752,32,62,0,SAINT JOSSE,Saint-Josse
62753,32,62,0,SAINT LAURENT BLANGY,Saint-Laurent-Blangy
62754,32,62,0,SAINT LEGER,Saint-Léger
62755,32,62,0,SAINT LEONARD,Saint-Léonard
62756,32,62,0,SAINTE MARIE KERQUE,Sainte-Marie-Kerque
62757,32,62,0,SAINT MARTIN LEZ TATINGHEM,Saint-Martin-lez-Tatinghem
62758,32,62,0,SAINT MARTIN BOULOGNE,Saint-Martin-Boulogne
62759,32,62,0,SAINT MARTIN CHOQUEL,Saint-Martin-Choquel
62760,32,62,0,SAINT MARTIN D HARDINGHEM,Saint-Martin-d'Hardinghem
62761,32,62,0,SAINT MARTIN SUR COJEUL,Saint-Martin-sur-Cojeul
62762,32,62,0,SAINT MICHEL SOUS BOIS,Saint-Michel-sous-Bois
62763,32,62,0,SAINT MICHEL SUR TERNOISE,Saint-Michel-sur-Ternoise
62764,32,62,0,SAINT NICOLAS,Saint-Nicolas
62765,32,62,0,SAINT OMER,Saint-Omer
62766,32,62,0,SAINT OMER CAPELLE,Saint-Omer-Capelle
62767,32,62,0,SAINT POL SUR TERNOISE,Saint-Pol-sur-Ternoise
62768,32,62,0,SAINT REMY AU BOIS,Saint-Rémy-au-Bois
62769,32,62,0,SAINT TRICAT,Saint-Tricat
62770,32,62,0,SAINT VENANT,Saint-Venant
62771,32,62,0,SALLAUMINES,Sallaumines
62772,32,62,0,SALPERWICK,Salperwick
62773,32,62,0,SAMER,Samer
62774,32,62,0,SANGATTE,Sangatte
62775,32,62,0,SANGHEN,Sanghen
62776,32,62,0,SAPIGNIES,Sapignies
62777,32,62,2,SARS,Sars
62778,32,62,0,SARS LE BOIS,Sars-le-Bois
62779,32,62,0,SARTON,Sarton
62780,32,62,0,SAUCHY CAUCHY,Sauchy-Cauchy
62781,32,62,0,SAUCHY LESTREE,Sauchy-Lestrée
62782,32,62,0,SAUDEMONT,Saudemont
62783,32,62,0,SAULCHOY,Saulchoy
62784,32,62,0,SAULTY,Saulty
62785,32,62,0,SAVY BERLETTE,Savy-Berlette
62786,32,62,0,SELLES,Selles
62787,32,62,0,SEMPY,Sempy
62788,32,62,0,SENINGHEM,Seninghem
62789,32,62,0,SENLECQUES,Senlecques
62790,32,62,0,SENLIS,Senlis
62791,32,62,0,SERICOURT,Séricourt
62792,32,62,0,SERQUES,Serques
62793,32,62,0,SERVINS,Servins
62794,32,62,0,SETQUES,Setques
62795,32,62,0,SIBIVILLE,Sibiville
62796,32,62,0,SIMENCOURT,Simencourt
62797,32,62,0,SIRACOURT,Siracourt
62798,32,62,0,SOMBRIN,Sombrin
62799,32,62,0,SORRUS,Sorrus
62800,32,62,0,SOUASTRE,Souastre
62801,32,62,0,SOUCHEZ,Souchez
62802,32,62,2,SOUICH,Souich
62803,32,62,0,SURQUES,Surques
62804,32,62,0,SUS SAINT LEGER,Sus-Saint-Léger
62805,32,62,0,TANGRY,Tangry
62806,32,62,0,TARDINGHEN,Tardinghen
62808,32,62,0,TENEUR,Teneur
62809,32,62,0,TERNAS,Ternas
62810,32,62,0,THELUS,Thélus
62811,32,62,0,THEROUANNE,Thérouanne
62812,32,62,0,THIEMBRONNE,Thiembronne
62813,32,62,3,THIEULOYE,Thieuloye
62814,32,62,0,THIEVRES,Thièvres
62815,32,62,0,TIGNY NOYELLE,Tigny-Noyelle
62816,32,62,0,TILLOY LES HERMAVILLE,Tilloy-lès-Hermaville
62817,32,62,0,TILLOY LES MOFFLAINES,Tilloy-lès-Mofflaines
62818,32,62,0,TILLY CAPELLE,Tilly-Capelle
62819,32,62,0,TILQUES,Tilques
62820,32,62,0,TINCQUES,Tincques
62821,32,62,0,TINGRY,Tingry
62822,32,62,0,TOLLENT,Tollent
62823,32,62,0,TORCY,Torcy
62824,32,62,0,TORTEFONTAINE,Tortefontaine
62825,32,62,0,TORTEQUESNE,Tortequesne
62826,32,62,2,TOUQUET PARIS PLAGE,Touquet-Paris-Plage
62827,32,62,0,TOURNEHEM SUR LA HEM,Tournehem-sur-la-Hem
62828,32,62,0,TRAMECOURT,Tramecourt
62829,32,62,2,TRANSLOY,Transloy
62830,32,62,0,TRESCAULT,Trescault
62831,32,62,0,TROISVAUX,Troisvaux
62832,32,62,0,TUBERSENT,Tubersent
62833,32,62,0,VACQUERIE LE BOUCQ,Vacquerie-le-Boucq
62834,32,62,0,VACQUERIETTE ERQUIERES,Vacqueriette-Erquières
62835,32,62,0,VALHUON,Valhuon
62836,32,62,0,VAUDRICOURT,Vaudricourt
62837,32,62,0,VAUDRINGHEM,Vaudringhem
62838,32,62,0,VAULX,Vaulx
62839,32,62,0,VAULX VRAUCOURT,Vaulx-Vraucourt
62840,32,62,0,VELU,Vélu
62841,32,62,0,VENDIN LES BETHUNE,Vendin-lès-Béthune
62842,32,62,0,VENDIN LE VIEIL,Vendin-le-Vieil
62843,32,62,0,VERCHIN,Verchin
62844,32,62,0,VERCHOCQ,Verchocq
62845,32,62,0,VERLINCTHUN,Verlincthun
62846,32,62,0,VERMELLES,Vermelles
62847,32,62,0,VERQUIGNEUL,Verquigneul
62848,32,62,0,VERQUIN,Verquin
62849,32,62,0,VERTON,Verton
62850,32,62,0,VIEIL HESDIN,Vieil-Hesdin
62851,32,62,0,VIEILLE CHAPELLE,Vieille-Chapelle
62852,32,62,0,VIEILLE EGLISE,Vieille-Église
62853,32,62,0,VIEIL MOUTIER,Vieil-Moutier
62854,32,62,0,VILLERS AU BOIS,Villers-au-Bois
62855,32,62,0,VILLERS AU FLOS,Villers-au-Flos
62856,32,62,0,VILLERS BRULIN,Villers-Brûlin
62857,32,62,0,VILLERS CHATEL,Villers-Châtel
62858,32,62,0,VILLERS LES CAGNICOURT,Villers-lès-Cagnicourt
62859,32,62,0,VILLERS L HOPITAL,Villers-l'Hôpital
62860,32,62,0,VILLERS SIR SIMON,Villers-Sir-Simon
62861,32,62,0,VIMY,Vimy
62862,32,62,0,VINCLY,Vincly
62863,32,62,0,VIOLAINES,Violaines
62864,32,62,0,VIS EN ARTOIS,Vis-en-Artois
62865,32,62,0,VITRY EN ARTOIS,Vitry-en-Artois
62866,32,62,0,WABEN,Waben
62867,32,62,0,WACQUINGHEN,Wacquinghen
62868,32,62,0,WAIL,Wail
62869,32,62,0,WAILLY,Wailly
62870,32,62,0,WAILLY BEAUCAMP,Wailly-Beaucamp
62871,32,62,0,WAMBERCOURT,Wambercourt
62872,32,62,0,WAMIN,Wamin
62873,32,62,0,WANCOURT,Wancourt
62874,32,62,0,WANQUETIN,Wanquetin
62875,32,62,0,WARDRECQUES,Wardrecques
62876,32,62,0,WARLENCOURT EAUCOURT,Warlencourt-Eaucourt
62877,32,62,0,WARLINCOURT LES PAS,Warlincourt-lès-Pas
62878,32,62,0,WARLUS,Warlus
62879,32,62,0,WARLUZEL,Warluzel
62880,32,62,2,WAST,Wast
62881,32,62,0,BEAUVOIR WAVANS,Beauvoir-Wavans
62882,32,62,0,WAVRANS SUR L AA,Wavrans-sur-l'Aa
62883,32,62,0,WAVRANS SUR TERNOISE,Wavrans-sur-Ternoise
62885,32,62,0,WESTREHEM,Westrehem
62886,32,62,0,WICQUINGHEM,Wicquinghem
62887,32,62,0,WIDEHEM,Widehem
62888,32,62,0,WIERRE AU BOIS,Wierre-au-Bois
62889,32,62,0,WIERRE EFFROY,Wierre-Effroy
62890,32,62,0,WILLEMAN,Willeman
62891,32,62,0,WILLENCOURT,Willencourt
62892,32,62,0,WILLERVAL,Willerval
62893,32,62,0,WIMEREUX,Wimereux
62894,32,62,0,WIMILLE,Wimille
62895,32,62,0,WINGLES,Wingles
62896,32,62,0,WIRWIGNES,Wirwignes
62897,32,62,0,WISMES,Wismes
62898,32,62,0,WISQUES,Wisques
62899,32,62,0,WISSANT,Wissant
62900,32,62,0,WITTERNESSE,Witternesse
62901,32,62,0,WITTES,Wittes
62902,32,62,0,WIZERNES,Wizernes
62903,32,62,0,ZOTEUX,Zoteux
62904,32,62,0,ZOUAFQUES,Zouafques
62905,32,62,0,ZUDAUSQUES,Zudausques
62906,32,62,0,ZUTKERQUE,Zutkerque
62907,32,62,0,LIBERCOURT,Libercourt
62908,32,62,3,CAPELLE LES BOULOGNE,Capelle-lès-Boulogne
62909,32,62,1,YTRES,Ytres
63001,84,63,1,AIGUEPERSE,Aigueperse
63002,84,63,1,AIX LA FAYETTE,Aix-la-Fayette
63003,84,63,1,AMBERT,Ambert
63004,84,63,4,ANCIZES COMPS,Ancizes-Comps
63005,84,63,1,ANTOINGT,Antoingt
63006,84,63,1,ANZAT LE LUGUET,Anzat-le-Luguet
63007,84,63,1,APCHAT,Apchat
63008,84,63,1,ARCONSAT,Arconsat
63009,84,63,1,ARDES,Ardes
63010,84,63,1,ARLANC,Arlanc
63011,84,63,1,ARS LES FAVETS,Ars-les-Favets
63012,84,63,1,ARTONNE,Artonne
63013,84,63,1,AUBIAT,Aubiat
63014,84,63,1,AUBIERE,Aubière
63015,84,63,1,AUBUSSON D AUVERGNE,Aubusson-d'Auvergne
63016,84,63,1,AUGEROLLES,Augerolles
63017,84,63,1,AUGNAT,Augnat
63019,84,63,1,AULNAT,Aulnat
63020,84,63,1,AURIERES,Aurières
63021,84,63,1,AUTHEZAT,Authezat
63022,84,63,1,AUZAT LA COMBELLE,Auzat-la-Combelle
63023,84,63,1,AUZELLES,Auzelles
63024,84,63,1,AVEZE,Avèze
63025,84,63,1,AYAT SUR SIOULE,Ayat-sur-Sioule
63026,84,63,1,AYDAT,Aydat
63027,84,63,0,BAFFIE,Baffie
63028,84,63,0,BAGNOLS,Bagnols
63029,84,63,0,BANSAT,Bansat
63030,84,63,0,BAS ET LEZAT,Bas-et-Lezat
63031,84,63,0,BEAULIEU,Beaulieu
63032,84,63,0,BEAUMONT,Beaumont
63033,84,63,0,BEAUMONT LES RANDAN,Beaumont-lès-Randan
63034,84,63,0,BEAUREGARD L EVEQUE,Beauregard-l'Évêque
63035,84,63,0,BEAUREGARD VENDON,Beauregard-Vendon
63036,84,63,0,BERGONNE,Bergonne
63037,84,63,0,BERTIGNAT,Bertignat
63038,84,63,0,BESSE ET SAINT ANASTAISE,Besse-et-Saint-Anastaise
63039,84,63,0,BEURIERES,Beurières
63040,84,63,0,BILLOM,Billom
63041,84,63,0,BIOLLET,Biollet
63042,84,63,0,BLANZAT,Blanzat
63043,84,63,0,BLOT L EGLISE,Blot-l'Église
63044,84,63,0,BONGHEAT,Bongheat
63045,84,63,0,BORT L ETANG,Bort-l'Étang
63046,84,63,0,BOUDES,Boudes
63047,84,63,3,BOURBOULE,Bourboule
63048,84,63,0,BOURG LASTIC,Bourg-Lastic
63049,84,63,0,BOUZEL,Bouzel
63050,84,63,0,BRASSAC LES MINES,Brassac-les-Mines
63051,84,63,0,BRENAT,Brenat
63052,84,63,2,BREUIL SUR COUZE,Breuil-sur-Couze
63053,84,63,0,BRIFFONS,Briffons
63054,84,63,2,BROC,Broc
63055,84,63,0,BROMONT LAMOTHE,Bromont-Lamothe
63056,84,63,0,BROUSSE,Brousse
63057,84,63,2,BRUGERON,Brugeron
63058,84,63,0,BULHON,Bulhon
63059,84,63,0,BUSSEOL,Busséol
63060,84,63,0,BUSSIERES,Bussières
63061,84,63,0,BUSSIERES ET PRUNS,Bussières-et-Pruns
63062,84,63,0,BUXIERES SOUS MONTAIGUT,Buxières-sous-Montaigut
63063,84,63,0,CEBAZAT,Cébazat
63064,84,63,3,CELLE,Celle
63065,84,63,0,CEILLOUX,Ceilloux
63066,84,63,0,CELLES SUR DUROLLE,Celles-sur-Durolle
63067,84,63,3,CELLETTE,Cellette
63069,84,63,2,CENDRE,Cendre
63070,84,63,0,CEYRAT,Ceyrat
63071,84,63,0,CEYSSAT,Ceyssat
63072,84,63,0,CHABRELOCHE,Chabreloche
63073,84,63,0,CHADELEUF,Chadeleuf
63074,84,63,0,CHALUS,Chalus
63075,84,63,0,CHAMALIERES,Chamalières
63076,84,63,0,CHAMBON SUR DOLORE,Chambon-sur-Dolore
63077,84,63,0,CHAMBON SUR LAC,Chambon-sur-Lac
63079,84,63,0,CHAMPAGNAT LE JEUNE,Champagnat-le-Jeune
63080,84,63,0,CHAMPEIX,Champeix
63081,84,63,0,CHAMPETIERES,Champétières
63082,84,63,0,CHAMPS,Champs
63083,84,63,0,CHANAT LA MOUTEYRE,Chanat-la-Mouteyre
63084,84,63,0,CHANONAT,Chanonat
63085,84,63,0,CHAPDES BEAUFORT,Chapdes-Beaufort
63086,84,63,3,CHAPELLE AGNON,Chapelle-Agnon
63087,84,63,3,CHAPELLE MARCOUSSE,Chapelle-Marcousse
63088,84,63,3,CHAPELLE SUR USSON,Chapelle-sur-Usson
63089,84,63,0,CHAPPES,Chappes
63090,84,63,0,CHAPTUZAT,Chaptuzat
63091,84,63,0,CHARBONNIER LES MINES,Charbonnier-les-Mines
63092,84,63,0,CHARBONNIERES LES VARENNES,Charbonnières-les-Varennes
63093,84,63,0,CHARBONNIERES LES VIEILLES,Charbonnières-les-Vieilles
63094,84,63,0,CHARENSAT,Charensat
63095,84,63,0,CHARNAT,Charnat
63096,84,63,0,CHAS,Chas
